displayName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,nflId,position
Tommy Sweeney,-0.21626664931295636,-0.4057454561339,0.29883496870918336,0.12414805023971098,0.0485186283874981,-0.19295490873810195,0.37424340651452326,-0.06505889334281534,-0.09705706818363069,0.005413092868398195,0.18265559523214847,-0.04894699362102983,0.027655608815251753,-0.10723226190288626,0.047834953489541476,-0.14414826544255988,-0.09554740775990922,-0.0033979078001209473,0.19314728937305858,0.05479044670437361,0.05176077001792123,0.3217016002360893,0.3217001517378719,-0.09570370572231468,0.01184566228806716,0.023350951920292573,-0.20681230588445487,0.1864575409976723,-0.021526822799572187,-0.2800838642382404,-0.16577072631589118,-0.10183329449473888,48011.0,TE
Terrell Lewis,-1.1269095355053764,-2.2327803390104926,1.78951880457889,0.6595859458957989,0.18028795359052197,-1.0394217345315155,2.089333300316383,-0.23204337080967008,-0.43440909329908806,0.043802648690044244,1.0031956987764872,-0.46178033137024954,-0.11065204131422135,-0.37902984021969743,0.36609018074511823,-0.9909098070351501,-0.4791929669519792,-0.11253425440422671,0.8807828640021427,0.22640757283045332,0.3201846632896288,1.6546042211149938,1.989915047919676,-0.41298408492941974,0.2356418621134342,0.12168523037450996,-1.1255136536385635,0.8300647286254588,-0.08993883085636156,-1.9532691675247733,-1.0899206426170167,-0.5436052303785761,52492.0,OLB
Keir Thomas,-0.027202607368963072,-0.04545718929875875,0.0300386982062264,0.01344685693811698,0.003258132378505252,-0.02590715752739925,0.0358390811584286,-0.003076308323215926,-0.018682989229019675,-0.003056491115216886,0.02305032132676388,-0.010469032886248897,0.0022067509877388147,-0.007052116233808192,0.014967633156629745,-0.009669560453573922,-0.015128012488276,-0.004450882488981733,0.013591207124136417,0.007087476396918646,0.004204318383472128,0.03348877019016072,0.03129569615606087,-0.01389539603042067,0.0015774271996633615,0.00875813089805888,-0.02562298432621901,0.015501205293503517,-0.016786973302259867,-0.03588372517560856,-0.020153071004642698,-0.023276066927053307,54750.0,OLB
Josh Allen,-2.3827098921882737,-4.520027210096785,3.4367062978514866,1.9046424919881417,-0.15665498644848608,-2.151030868513942,4.625940217153481,0.20614707598981674,-0.84705521654233,-0.07975815737301417,2.0848023255724097,-0.6292408762342561,0.5294671747608533,-0.8703245046630554,-0.09541549565955165,-2.256567482258252,-1.2695120798144401,0.8363364414389167,1.7411140121968955,0.9095909690414317,0.8776423219213783,3.9817325263262546,4.383473145657128,-1.6403035542990096,0.6239805956519167,0.2430448976029993,-1.86432148804192,1.538167068314051,0.033789876771010086,-3.3734791793059085,-2.240029904877872,-1.0560189878969517,46076.0,QB
Aaron Donald,-2.7116443409922475,-3.8008258065758582,4.143577681933522,0.32584526417515747,0.2351058680361291,-1.8522774310508794,2.536820978628234,-1.1834178970759393,-0.572547394573224,-0.9543411257691661,1.040208615712003,-0.5631081574396148,0.1737282264133455,-1.8213976803220948,0.9648511261755743,-3.024775394974128,-0.9903667592133871,0.1689237567989137,2.0402401291633794,-1.064350546127855,-0.8228725713675402,2.3564638985633444,3.0471519150665998,0.26938377197894425,-0.013935723367712427,0.48864255584248895,-2.328912768541869,2.466445685252836,-0.15832048187585723,-3.6106356866232856,-1.4011731712114752,-0.5809950705503648,41239.0,DT
Bobby Wagner,-3.112216048944383,-4.696263532364355,4.422004678460894,0.804434988944247,0.18992821372725158,-2.442889955512328,3.433819141045504,-1.231224196302028,-1.2280770149694238,-0.959071067319033,1.744456789013872,-0.5902998880902999,-0.11092470130107301,-2.235236985130924,1.4878257781309259,-2.7277703857826925,-0.7024078181865052,-0.31776829655935046,2.4533987315104184,-0.6115884656428783,-0.6498837418091963,2.891077818630663,3.2756719044346383,0.18240832541130886,0.05151714800604168,0.3696288406268877,-2.3335578149887084,2.923554276163088,-0.21252855235256973,-3.809745103877571,-1.5391902503669428,-0.8627718110922551,38577.0,ILB
Ryan Bates,-3.2006391809568413,-3.8894352490417816,4.648640180273279,-0.09663183711200674,0.2906412495154598,-1.7505038952813265,2.1028382922640914,-1.6258017293893752,-0.23617509396289837,-1.1623532058922095,0.734312775900916,-0.483143430169207,0.2078344514268622,-2.3272125458573347,1.2975893051666816,-3.6509316964037204,-1.0047593407966104,0.10483633947974202,2.2828305683786994,-1.9528981088669042,-1.3548451490245785,2.1068897360723327,3.0099361936648137,0.9146314877855533,-0.09417271437915975,0.5913623118204896,-2.723993266319326,2.9371210027971983,-0.049260827076723857,-4.030088997452384,-1.241812665825904,-0.32726277195480247,48512.0,C
Mitch Morse,-2.3430956282879833,-3.003153185687726,3.7704319159938535,-0.19022219205744761,0.17013644820332985,-1.3632600622759128,1.623057474980333,-1.190581337903918,-0.2744352309239695,-1.0943609267275658,0.5300955891230537,-0.4756738858867777,0.047006973084009473,-1.648516220213887,0.9102258324449508,-2.9951922397796675,-0.8022896890496884,0.16199038589391712,1.588085206842969,-1.4767270685478024,-1.14654209309667,1.6432225266130551,2.3896543596279978,0.7025920510980086,-0.06845131063418197,0.5686442048463505,-2.141379748997906,2.2294406432448,-0.1310326441063676,-3.346106427607037,-1.0124398469564966,-0.23942838881451722,42392.0,C
Spencer Brown,-1.4948026169932973,-2.6356910290849243,2.215065032787084,0.6810295749387478,0.25037575111831245,-1.3077365301032842,2.1748805079354727,-0.564968789064487,-0.6350556144004038,-0.2025076300311177,1.0082796965043457,-0.46681945212776554,0.014839051888273502,-0.8581004757586275,0.5741150487006976,-1.2683261306327438,-0.42156746633447995,-0.15497790437966685,1.2408689016428411,-0.004010450084237505,0.025561693923312312,1.7754417773416407,2.094033832735274,-0.254420127939639,0.11243145458908543,0.13094745581099687,-1.3034768330611826,1.3577017728732415,-0.1510851965671236,-2.074854966489184,-0.995750690184309,-0.582580917950831,53522.0,T
Devin Singletary,-1.904045058741545,-3.1411626791156877,2.9665467963258028,0.8565435997046649,-0.032769525591930915,-1.5133000093856026,2.7855214806488533,-0.2085973436663462,-0.4618286611797908,-0.3504220984098225,1.140850754445843,-0.4224664275276382,0.45061962201834405,-0.8763096425849497,0.06289989768792026,-2.0914227439286,-1.1399314169012875,0.7799697888534265,1.3302610521977627,-0.04932226615652269,0.1132654090237466,2.5793677579201275,3.1016065425609476,-0.7704857088717212,0.4161763458225245,0.3618892338072328,-1.6293035252412835,1.4372678650342472,-0.023879251768162524,-2.7260465611496203,-1.5520151168771292,-0.7103869589024128,47857.0,RB
A'Shawn Robinson,-2.2307078838807683,-2.7691052096281794,3.115730366584895,0.05612127524862842,0.2017543256079648,-1.3429171833161035,1.7033025460160618,-1.1627979054312885,-0.4051508035194331,-0.7986979596618653,0.5124652299065828,-0.34090762059754454,0.12869825642246724,-1.672097389674681,0.940009649024045,-2.3731086581129572,-0.5352609343829862,-0.12032112052481736,1.8149148331936829,-1.215625593891282,-0.9678053144436412,1.5153844299435733,2.026681477985486,0.46798076500546415,-0.10933269361130815,0.24029314606610797,-1.7018611888424857,2.0883075780050717,0.01831096835669399,-2.5926704976176893,-0.740323416405964,-0.23064830609598785,43335.0,DT
Rodger Saffold,-3.1650083316040707,-3.969126736452438,4.648195557179491,-0.09243462490013599,0.3215574942036312,-1.8297358825155854,2.3409017993161223,-1.4611023381964898,-0.25615905230695946,-1.182510313685185,0.7712345104252591,-0.4746740265554763,0.22462634825258476,-2.236426225066089,1.1645044344170319,-3.759090246176589,-1.0805647333320465,0.18853424095627602,2.319830021677504,-1.7949538002010996,-1.304229033134364,2.286096551122811,3.122593197174222,0.7370952338637693,-0.032861885486437536,0.5548381195312686,-2.6758656861431973,2.8951673009759986,0.10409503053685754,-4.1132277633680605,-1.2933952985725927,-0.24851644347689206,35472.0,G
Greg Gaines,-2.6090691442548177,-2.9136372096120056,4.002123920148506,-0.4408605316722003,0.21707595064853535,-1.2454784128728988,1.4111650518595185,-1.3462182605119275,0.02881703389658874,-1.2411432744867028,0.22217989493259438,-0.29079729302020496,0.1467018427039264,-1.8263577455509836,0.9107114631187727,-3.389164704859211,-1.038780170909531,0.3398538539138296,1.7483509337854861,-1.8908409799448265,-1.372131827755096,1.529651709128343,2.4333193969255085,0.8441989680184001,-0.005940946950381054,0.5516772596170085,-2.32632914923839,2.338645547165356,0.06049423612130589,-3.4771494408374553,-0.9124463355767318,-0.024512980975639476,47917.0,NT
Ben Skowronek,-1.2916065504595053,-3.3674300801789627,2.647011652004398,1.8569136879026402,-0.367765649779372,-2.0237273958028936,4.052227009929172,0.8786330799088518,-0.7742569629716094,0.23883360553548272,1.3165257905299121,-0.5816747912600349,0.7345218290125323,0.3304373670647145,-1.4427648146696868,-1.679365517753908,-1.3555263879740447,2.020764090906809,0.3737923301078325,0.6194020304992591,1.2564144846590448,3.4430151644466207,4.762221957800804,-2.3527398326463285,1.3466645260685581,-0.15759456000159844,-1.521881684057604,1.1415539973881614,-0.15605518364309034,-2.8599302402388744,-2.63968626849487,-1.0978129169039832,53678.0,WR
Christian Benford,-0.3860973016152798,-1.7872754983631012,1.1366643926794104,1.2451387047633489,-0.307722140857706,-1.2376360021791015,2.388950467812947,0.9434503299268471,-0.726784488545519,-0.16672497721060608,0.541073167456521,-0.24041503808997922,0.6041417761176611,0.014786454184900322,-1.603714627258455,-0.8839172480834492,-0.48665382649889466,2.046989595016953,-0.1794840081457778,0.7889953275529251,0.36595016358273824,2.013072421270408,3.0328386040241213,-1.7045108829373388,1.025756657916041,-0.4595166895629177,-0.505925621929924,0.9650708822183915,0.2100091536965465,-1.027643383792686,-1.2903158542496627,-0.4784410194174882,54650.0,CB
Jordan Poyer,-1.2753504370331257,-2.338331227035105,2.0517063221755407,1.888797358025343,-0.8203807837988251,-1.5341152476171374,3.5550526704335255,1.3958804118231884,-0.5140378056917392,-0.4085533370777199,1.3715739406873153,-0.19744593144940126,0.8265723566215728,0.016204112387768532,-1.6380105803717413,-1.7626930144970174,-1.0609424939390357,2.096204056554626,0.3536429310215752,0.6691114205716531,0.817871646109154,3.0039520860073594,3.93678243320808,-2.133402299169153,1.2019168639493358,-0.1864451320398075,-0.7647409428478937,0.9875336438108064,0.2107900535732199,-1.7221511871468635,-1.6934388463033976,-0.3804354391994167,40166.0,SS
Dane Jackson,-1.4550700035842112,-3.3208125088004046,2.455590033400311,2.0104789070744005,-0.4260001266536264,-1.8645110802435312,4.639921277737987,1.38556287808143,-0.39427488204673367,0.10140400882813339,1.250081869249584,-0.2017975865210584,1.6778733792295817,-0.2543495705298362,-2.4934955522675466,-2.043347048806197,-1.7103874250693014,3.385356263545365,0.777658785070976,1.668877670392007,0.8100483840019592,3.9496282286552287,5.472969949356905,-3.536012295267328,1.4546130651488873,-0.20128330903980896,-0.985782039632034,1.0554431039357866,0.8349953852047065,-2.0344900351209674,-2.2385504433946366,-0.6244295433478744,52647.0,CB
Cooper Kupp,-1.605516451995939,-4.386142382095253,3.2558275088267132,2.687720293852495,-0.6043855270424245,-2.5264229518634984,5.356378584638026,1.2749913941304811,-1.205063161324341,0.05032451640139257,1.9160516579696694,-0.6356023992794135,0.9193012149543396,0.07498208335389833,-1.8017520406163072,-1.9763814900343721,-1.5266886767847438,2.579658257752307,0.5010114454936954,1.4351356458566897,1.5768832110483766,4.618761518996621,5.868611545866254,-3.022357828273112,1.585718334507911,-0.2413815123434233,-1.7100249652861734,1.5354034255701716,-0.12397240993512426,-3.227801165301514,-3.0513342704822133,-1.3566118336235515,44881.0,WR
Taron Johnson,-1.9395180110750658,-4.294160991200641,3.2450429650622232,1.6227350593488978,0.15477057422345553,-1.9786763386249717,4.382271566374001,0.054049147694243516,-0.7170743651414924,0.42179615915833324,1.6286650965199136,-0.5869529393212076,0.6547889298701106,-0.326603834136872,-0.30576436176258426,-1.8755704177275483,-1.674346644217934,1.2161306825677336,1.4074765075546196,1.1404476116111937,1.2293939599553774,3.754484592744916,4.575057717654099,-2.0788219898586187,0.8690611773558174,0.22033811616609,-1.975296576952303,1.0857694158627993,0.005947332570469754,-3.4706034120112017,-2.541213655882836,-1.3406352321813588,46190.0,CB
Rob Havenstein,-2.794121891880991,-4.5003196552931115,4.138258129356402,0.9080205372929981,0.2225992866967772,-2.3712879776694535,3.375310316302908,-1.100361155660039,-1.0843994811871216,-0.7427432351210408,1.4124279494360246,-0.6283726061006671,0.1618101559361662,-1.7571113009697257,1.0588163570597686,-2.7933225077446497,-0.8861984567803773,0.15206906358168037,2.355005914204966,-0.4990741677039736,-0.4281443578524069,2.8162323059349603,3.5339490531972224,-0.10146175061191087,0.13010244979618713,0.3384219413919709,-2.246854223409347,2.5180955603076676,-0.14715491832832894,-3.808358930678896,-1.7657901738155672,-1.017736213744186,42400.0,T
Tremaine Edmunds,-2.4886914977513186,-3.9793256639391075,3.536348769651518,0.8400871149912348,0.283297705001039,-2.1456357766099927,3.0702172179829876,-0.8926274404755077,-1.112917386794475,-0.5905633341121543,1.6724834412290228,-0.5716116906915261,-0.11760953804180119,-1.6585720506660442,1.096236863371189,-2.042209769779383,-0.5438532054931375,-0.3681210727979729,1.9649658567712294,-0.31567997293952743,-0.2927278239552358,2.598040595836032,2.8906897359864345,-0.029447525741622016,0.07227495321228794,0.2888538383260766,-2.084956016426787,2.389181394287327,-0.2569471823336933,-3.1231148968652693,-1.3334417350558567,-0.8418768397424579,46085.0,ILB
Brian Allen,-1.155640925017451,-1.2223487454435826,1.7539153680448791,-0.2226951699886257,0.12657686576345384,-0.5472182927442191,0.5585369780488545,-0.6165247692141111,0.06798933107515737,-0.543135541673692,0.0957724866412093,-0.14497638144315772,0.11716643795458026,-0.7847487982275521,0.40795244138962516,-1.4713775705295902,-0.5010102034655404,0.16152376738507535,0.7595616838206638,-0.8658286121736865,-0.6577498851603885,0.691471448458131,1.0227285948439686,0.4276252350332186,-0.04185740361720036,0.31467695519313565,-1.0935566609808802,1.0439506771970741,-0.0248900636407825,-1.536846836646717,-0.38448259454435174,-0.06672806460516739,46180.0,C
Matt Milano,-2.069381802960649,-3.68352589385713,3.230135458385959,1.0205321074002498,0.08504374904208589,-1.737212337841811,3.4013279673600394,-0.42344058329804213,-0.6516143022722289,0.06418357263884822,1.4620861252717479,-0.6137467722800807,0.2767310139864101,-0.92190662936531,0.44419823211082843,-1.821207239227581,-0.9106490007288528,0.20874347395789794,1.5478190975650463,0.1457752178564533,0.32286329080924503,2.9137005258064486,3.3784372530293796,-0.8885182355086769,0.26525867779829854,0.33106723607124877,-1.980007773791769,1.6349148670401092,-0.18871777325953332,-3.1918683366240685,-1.7646841226126782,-0.9216638586627526,44976.0,OLB
Darrell Henderson,-1.3615743374408567,-2.360962585390112,2.1294327246136504,0.9505900855337366,-0.17475837622828294,-1.3573524699647805,2.619306880226979,0.2864999763915037,-0.4432165123810208,-0.14793733429860367,1.0545630159242059,-0.35553654911529975,0.4256205883338602,-0.36027054438415007,-0.44347678840389904,-1.5723624310801174,-0.8440587178179015,0.9759393927436122,0.75896480853425,0.18650093710385818,0.3325509620604503,2.2046553765914823,2.894639335832352,-1.1300278684959455,0.6102427438387963,0.019458164912975917,-1.105626164691074,1.043293076274523,0.05971076320209967,-2.032323049501528,-1.4139723357174816,-0.5255246495699222,47853.0,RB
Tyler Higbee,-1.8821505992532366,-4.146219029716747,3.257328138861709,1.7106363883286022,-0.05469449216378308,-2.25845103333063,4.046674039901106,0.02701578265700011,-1.1600777927760468,-0.0991665694440016,1.839598080002233,-0.64244514868588,0.3276554640982261,-0.8062708763449429,-0.1217967638851718,-1.7253406515026395,-0.8920125838233055,0.7658110847706681,1.328733558960188,0.6539606186767735,0.7258999685322536,3.431509277587068,4.068724402750618,-1.369976348996861,0.628795625979464,0.1247560749720833,-1.8071498178672005,1.8715763062620567,-0.2404436346607408,-3.0598078371146755,-2.1471357873051757,-1.1358420567938161,43399.0,TE
A.J. Epenesa,-0.8986130761107773,-1.5785820231768497,1.4266313256702716,0.30256744593887674,0.13741588373632396,-0.79735086930242,1.150330455172643,-0.41198162588574405,-0.37678848457127323,-0.20365830905859283,0.5908579714201849,-0.25648887954705657,-0.03156899003514013,-0.5481379874134049,0.38619674188765885,-0.8766055359314806,-0.2887514807436462,-0.07758671315270504,0.7358282775310254,-0.1504703145278654,-0.062130425478754026,1.0036289771193196,1.1748126742175131,0.039194104635306815,0.014928200892796895,0.1779785043308948,-0.8610209243544205,0.8619851050191052,-0.12677139853643382,-1.3460730968285262,-0.6343728481018616,-0.3647390541823172,52462.0,DE
Matthew Stafford,-2.256145062103826,-4.384979421209355,3.6959410680712423,2.378980736227298,-0.624232914825086,-2.802880679256475,4.994477529422948,0.8727263111011219,-1.3990870199642162,-0.5645271468634672,2.3349255617003593,-0.7207661202385509,0.20328959421057036,-0.49673024157357304,-0.6526800614982875,-2.367091098644984,-0.8742768126691374,1.2061139212187193,1.1044294735698656,0.2090675666080699,0.9577058323159164,4.014581162624495,5.088510826711897,-1.6696429214537467,1.228392308623392,-0.22981672443768275,-1.8484072841359591,2.3103833399837583,-0.30401159822831225,-3.5328176584464863,-2.591292459797536,-0.9735179237451828,34452.0,QB
David Edwards,-1.4842707085152824,-2.016301079378195,2.27962889235404,-0.021487155939027502,0.1932037890645688,-0.752145841800484,1.0742072228085906,-0.7573293074697034,-0.14619810633531927,-0.5707178164703541,0.3817019158360324,-0.34602148716504644,0.08276262223439801,-1.0795470928484363,0.5507883028341212,-1.8404977295851808,-0.5858450952670893,0.09467045618769987,1.1338794612917127,-0.8727569613896264,-0.6112867024084168,1.107197423232658,1.60982831529914,0.39771150723831283,0.0237230730921425,0.33873602857602236,-1.2834762403034858,1.326581900372389,0.009658159388038712,-1.9880107737812267,-0.6523459842154438,-0.1894344977359239,47952.0,G
DaQuan Jones,-2.1058999015308473,-2.4633701581467164,3.2010961406952454,-0.2430980745619138,0.15376823069044576,-0.9200944565782265,1.1787009142803964,-1.2415810192346086,0.011523049113783657,-0.865464875726218,0.21273269922864202,-0.417402407436434,0.1303402425094191,-1.5271195718531398,0.8045507690056866,-2.6239440807817696,-0.6431872144961692,0.08247069097612825,1.443598399753121,-1.5473055667473385,-1.105479307788407,1.2253342371440894,1.9774306892593798,0.7212121629804926,-0.13411463789948286,0.45094757438710076,-1.8358815907583264,1.8960443944820042,-0.09178011389392893,-2.771707600097077,-0.7545566188231021,-0.07027442327454914,41341.0,DT
Micah Hyde,-0.3611922563131884,-0.7831528544364659,0.6716687220597066,0.6295649857219487,-0.21914459057194335,-0.5565253912012054,1.1686141378279444,0.4453755614031252,-0.16573028297564463,-0.0646288417840708,0.4086787813891277,-0.05898070959322155,0.3086265516905158,0.030604420701365598,-0.6082336207645369,-0.5314219747756397,-0.36491121086797307,0.7675039082495019,0.08608714154601671,0.2385756029653976,0.31535260687553546,0.9843753115427205,1.3737392909341484,-0.7626899534023721,0.4235651291469882,-0.09688450238945734,-0.2763563316141102,0.3519849250605205,0.07764499208069964,-0.5622445108379566,-0.6253531248856703,-0.15781344370640227,40107.0,FS
Coleman Shelton,-1.360533629608426,-1.592783139059776,2.160299889721337,-0.31168691237780877,0.07361230128810803,-0.6282368988349845,0.6467594279511033,-0.7848403707195117,-0.007637461294269343,-0.6624247428291472,0.13078000131954592,-0.2129840639112217,0.027470283432819542,-1.0424873852040974,0.4719132417351375,-1.8781285352140493,-0.43290887659659916,0.10992562691649277,0.9168356927468722,-1.1418959393383972,-0.8188757588946434,0.7583940080202751,1.234733562060108,0.5894332979917465,-0.07304963518161856,0.3659301180532566,-1.2151131028704185,1.2708628051866526,0.02437333418099996,-1.859322380130635,-0.4728791160578112,0.03465436620205509,46376.0,G
Joseph Noteboom,-1.8726823085378612,-3.0876798082520054,2.742179609672519,0.7005184138361642,0.14924261239110592,-1.5313624004152615,2.4187245186771733,-0.5930016754921894,-0.717673659768634,-0.345611089375339,1.2568349347289551,-0.531511215565672,0.059858065690132634,-1.2592988169210955,0.6915772650837795,-1.6290734305505494,-0.5354036210021462,-0.16931121569337426,1.5512562522246753,-0.18867316485682295,-0.19144257116827035,2.154033630041937,2.358920435751358,-0.1743481294785667,0.04704508426421938,0.320792240080209,-1.5342459455234199,1.6841082728548207,-0.14472866702893672,-2.3815466543882184,-1.0999110194884594,-0.6682498503118406,46158.0,T
Allen Robinson,-1.9820059270429624,-3.7763892486962227,2.9175053460704916,2.497565925554909,-0.8418232280978231,-2.173467192897789,5.400195211113896,1.7873436118594088,-0.6954170059361977,-0.3910424293162613,1.979050718840817,-0.23388000350550797,1.4945024851149986,-0.3016388948979909,-2.3325047303345627,-2.6905238348538774,-1.7174287640799974,3.227087167799759,0.9959144119712562,1.5695316123438943,0.9481874523792158,4.52117009566075,5.813745795034876,-3.398995978140819,1.4553814949562316,-0.16363841560678338,-1.1597853976196177,1.3291860175096417,0.6976988715249632,-2.559319732007097,-2.4090503979516322,-0.5856076891519786,41290.0,WR
Carlos Basham,-0.892925802042214,-1.3065024443135371,1.438309670826726,0.0454901583959213,0.09475892768301719,-0.5835629037238732,0.8152754386298753,-0.493211146917524,-0.18345708602333577,-0.31859226066547564,0.2571002114900338,-0.20880389492867835,0.006557497346403096,-0.6436275877170132,0.3754987625495403,-1.0859774140202916,-0.2639663981202034,-0.027182968284686915,0.7139478282316158,-0.46432767347863546,-0.3320952905780601,0.7773563803001196,0.9572116503373245,0.23713862071555525,-0.045070629368240134,0.1425010374532576,-0.8170868868728576,0.8837828656504598,-0.024397950561450443,-1.291679734898139,-0.446458417816757,-0.15331832675164359,53490.0,DE
